1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,w,1982,Ad,2008,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ad,Ad,Ad,Ad,Ad,No Po,No,na,na,na,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,na,na,na,na,,,,,,,,,,,,,na,na
161,w,1978,Ad,2002,2008,Ad+,2008,na,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad+,Ad+,Ad+,Ad+,No Po,Yes,na,na,na,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,conc,2001,na,,,,,,,,,,,,,No,Rather not
162,w,1970,Ad,2000,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,No Po,No,na,na,na,,,,,,,,,,,,,No,No,No,No,Yes,No,No,No,No,No,No,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,concmar,2005,2012,concmar,2005,2012,,,,,,,,,,Yes,Rather
163,m,1953,Ac,1972,2004,Mb,1991,2004,Mb,2005,2012,Ad+,1991,1992,Ad+,1992,1992,Po+,1992,2004,Po+,2005,2012,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Po,Yes,1972,1987,5,1987,1991,10,1991,0,45,,,,,,,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,RML/SAP,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,concmar,1978,2012,concmar,1978,2012,,,,,,,,,,No,No
164,w,1976,Po,2004,2008,Po+,2010,2012,Mb,2005,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po,Po,Po,Po,Po,Mb,Po+,Po+,Po+,Po,No,na,na,na,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Parti socialiste suisse (PSS),Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,conc,2000,2011,,,,,,,,,,,,,No,Yes
165,m,1952,Ac,1978,1981,Ac+,1981,1986,Po,1987,1992,Po+,1992,1995,Po+,1995,2000,Po+,2000,2004,Po+,2005,2006,Po+,2007,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac+,Ac+,Ac+,Ac+,Ac+,Po,Po,Po,Po,Po,Po,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po,Yes,1978,1982,1,1981,1986,4,1987,1995,40,1995,2000,50,2001,2001,60,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Parti socialiste suisse (PSS),Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,conc,1981,1997,mar,1997,na,,,,,,,,,,Yes,Rather
166,w,1953,Po,1980,2012,Po,1984,1987,Po,1980,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,No,1980,0,2,1984,1987,30,,,,,,,,,,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Parti du travail (PdT),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,mar,1978,2000,conc,2000,2012,,,,,,,,,,No,Yes
167,w,1976,Po,2011,2012,Mb,2011,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po,Po,Po,Yes,na,na,14,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Parti socialiste suisse (PSS),No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,mar,2003,2012,,,,,,,,,,,,,Yes,Rather
168,m,1965,Po,1994,1999,Po+,2000,2004,Po+,2004,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po,Po,Po,Po,Po,Po,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po,Yes,1994,1999,35,2000,0,40,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Les Verts - Parti écologiste suisse,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,conc,2004,na,,,,,,,,,,,,,Yes,Rather
169,m,1989,Ac,2009,2012,Ac,2011,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,No Po,No,na,na,na,,,,,,,,,,,,,No,No,No,No,No,Yes,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,cél,,,,,,,,,,,,,,,No,No
170,w,1964,Po,2005,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po,Po,Po,Po,Po,Po,Po,Po,Po,Yes,2005,2007,14,2007,2009,22,2009,2011,33,2011,2012,52,,,,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Parti socialiste suisse (PSS),No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,cél,,,,,,,,,,,,,,,No,Rather not
171,m,1951,Ad,1985,1986,Po,1986,1991,Po+,1992,2004,Po+,2005,2012,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ad,Ad,Po,Po,Po,Po,Po,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po,Yes,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Parti socialiste suisse (PSS),Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,mar,1987,2012,,,,,,,,,,,,,Yes,na
172,m,1979,Mb,2006,2012,Ac,2011,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,No Po,Yes,2006,2011,<1,2011,0,2,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,conc,2004,2012,,,,,,,,,,,,,No,Rather not
173,m,1965,Ac,1982,1984,Ac,1984,1997,Ac+,1997,2000,Ac+,2000,2012,Ac,2000,2012,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,No Po,No,1997,2012,3.5,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,mar,1991,2012,,,,,,,,,,,,,Yes,No
174,w,1967,Po,2008,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po,Po,Po,Po,Po,Po,Yes,2008,2011,50,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,conc,1990,2002,mar,2002,2012,,,,,,,,,,No,No
175,m,1964,Ac,1984,1988,Ac,1988,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,No Po,No,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,mar,1996,2012,,,,,,,,,,,,,Yes,No
176,w,1952,Ad,1997,2005,Ad,2005,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,No Po,Yes,na,na,na,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,mar,1974,1985,,,,,,,,,,,,,Yes,na
177,w,1967,Ad+,2005,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,No Po,No,2005,2007,20,2007,2008,24,2008,2012,32,,,,,,,Yes,No,No,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,,,,,,,,,,,,,na,na
178,m,1966,Mb,1998,2001,Po+,2002,2004,Po+,2005,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po,No,1998,2001,0,2002,0,50,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,SAP,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,mar,1991,2003,mar,2007,2012,,,,,,,,,,Yes,Rather not
179,m,1952,Mb,1982,1986,Po+,1986,2012,Po,1986,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po,Yes,1982,1986,<1,1986,0,5,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,POCH,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,conc,1970,1974,conc,1978,1982,conc,1987,1991,conc,1996,2012,,,,No,na
180,w,1948,na,na,na,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,No Po,Yes,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,mar,1971,na,,,,,,,,,,,,,Yes,Rather not
181,m,1951,Mb,1968,2012,Ad,1976,1981,Ad+,1982,1996,Ad+,1996,2003,Ad+,2004,2012,Ac,1968,1976,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,No Po,Yes,1968,1976,12,1977,0,45,,,,,,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Parti socialiste suisse (PSS),Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,mar,1982,2012,,,,,,,,,,,,,Yes,No
182,m,1949,Mb,1981,na,Ac,1999,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,No Po,Yes,1999,2012,1,,,,,,,,,,,,,No,No,No,No,Yes,Yes,No,No,No,No,No,,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,na,na,na,na,,,,,,,,,,,,,na,na
183,w,1959,Mb,2009,2012,Ac+,1999,2001,Ac+,1994,1995,Ac,1989,1994,Po,2007,2011,Mb,2010,2012,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac+,Ac+,.,.,.,Ac+,Ac+,Ac+,.,.,.,.,.,Po,Po,Mb,Mb,Mb,Mb,Po,Yes,1999,2001,10,1994,1999,15,1989,1994,5,,,,,,,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Alternative Liste,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,conc,1980,1983,conc,1993,1994,conc,1995,2001,,,,,,,Yes,Yes
184,m,1963,Mb,2002,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,No Po,Yes,2002,2010,0,2011,2012,<1,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,mar,1993,2008,,,,,,,,,,,,,Yes,na
185,m,1960,Ac,1992,2001,Po,2001,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Yes,2001,0,42,,,,,,,,,,,,,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Parti socialiste suisse (PSS),Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,mar,1981,2001,,,,,,,,,,,,,Yes,No
186,w,1972,Ad+,2010,2011,Ad+,2011,na,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ad+,Ad+,Ad+,No Po,Yes,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,mar,1992,1994,conc,1994,1999,,,,,,,,,,No,Rather not
187,m,1968,Po,1996,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Po,Yes,1996,2008,50,2008,0,42,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,mar,2003,2012,,,,,,,,,,,,,Yes,Rather not
188,m,1955,Ac,1981,2012,Mb,1998,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,No Po,Yes,na,na,4,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,,,,,,,,,,,,,na,na
189,m,1957,na,na,na,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,No Po,na,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,na,na,na,na,,,,,,,,,,,,,na,na
190,w,1990,Mb,2010,2012,Ac,2011,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,No Po,No,na,na,1.5,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,aut,2007,2012,,,,,,,,,,,,,No,Rather
191,m,1959,Ac+,na,na,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,No Po,Yes,na,na,10,,,,,,,,,,,,,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,mar,1980,na,,,,,,,,,,,,,Yes,Rather not
192,m,1957,Ac,1977,1978,Ac,1978,1988,Ac+,1988,1990,Ac+,1990,2004,Ac+,2004,2007,Po,2008,2012,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Po,Po,Po,Po,Po,Po,Yes,1977,2008,7,2008,na,57,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Parti socialiste suisse (PSS),No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,na,na,na,na,,,,,,,,,,,,,na,na
193,w,1965,Po+,1996,2001,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po+,Po+,Po+,Po+,Po+,Po+,.,.,.,.,.,.,.,.,.,.,.,Po,Yes,1996,2001,47,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Parti socialiste suisse (PSS),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,na,na,na,,,,,,,,,,,,,na,na
194,m,1961,Ac,1983,1993,Ac+,1993,1996,Ac+,1985,1996,Ac+,1996,2002,Ac+,2002,2006,Ac+,2007,2008,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,.,.,.,.,No Po,na,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,na,,na,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,na,na,na,na,,,,,,,,,,,,,na,na
195,m,1966,Ac,1991,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,No Po,Yes,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,na,na,na,na,,,,,,,,,,,,,na,na
